0, 1713959079816830, 1713959079816830
1, 1713959079837410, 20580
2, 1713959079852201, 14791
3, 1713959079866982, 14781
4, 1713959079881549, 14567
5, 1713959079896211, 14662
6, 1713959079916341, 20130
7, 1713959079930955, 14614
8, 1713959079945684, 14729
9, 1713959079963831, 18147
10, 1713959079978419, 14588
11, 1713959079995331, 16912
12, 1713959080014275, 18944
13, 1713959080032080, 17805
14, 1713959080050203, 18123
15, 1713959080067065, 16862
16, 1713959080081643, 14578
17, 1713959080097454, 15811
18, 1713959080109964, 12510
19, 1713959080128840, 18876
20, 1713959080141294, 12454
21, 1713959080155672, 14378
22, 1713959080170237, 14565
23, 1713959080185041, 14804
24, 1713959080202228, 17187
25, 1713959080215649, 13421
26, 1713959080230748, 15099
27, 1713959080243114, 12366
28, 1713959080261417, 18303
29, 1713959080273902, 12485
30, 1713959080298014, 24112
31, 1713959080312414, 14400
32, 1713959080329214, 16800
33, 1713959080341549, 12335
34, 1713959080353963, 12414
35, 1713959080374079, 20116
36, 1713959080388590, 14511
37, 1713959080404483, 15893
38, 1713959080426217, 21734
39, 1713959080440024, 13807
40, 1713959080454557, 14533
41, 1713959080469913, 15356
42, 1713959080484929, 15016
43, 1713959080499648, 14719
44, 1713959080514108, 14460
45, 1713959080529850, 15742
46, 1713959080578173, 48323
47, 1713959080592344, 14171
48, 1713959080608112, 15768
49, 1713959080620619, 12507
50, 1713959080635615, 14996
51, 1713959080650438, 14823
52, 1713959080662924, 12486
53, 1713959080675245, 12321
54, 1713959080687627, 12382
55, 1713959080700095, 12468
56, 1713959080718522, 18427
57, 1713959080734986, 16464
58, 1713959080753053, 18067
59, 1713959080773542, 20489
60, 1713959080785993, 12451
61, 1713959080800398, 14405
62, 1713959080812805, 12407
63, 1713959080825413, 12608
64, 1713959080838534, 13121
65, 1713959080860531, 21997
66, 1713959080886358, 25827
67, 1713959080900123, 13765
68, 1713959080917141, 17018
69, 1713959080929501, 12360
70, 1713959080946479, 16978
71, 1713959080963539, 17060
