0, 1713959465435644, 1713959465435712, 68
1, 1713959465460214, 1713959465460748, 534
2, 1713959465474875, 1713959465474989, 114
3, 1713959465489593, 1713959465490627, 1034
4, 1713959465501601, 1713959465505692, 4091
5, 1713959465513542, 1713959465519707, 6165
6, 1713959465525484, 1713959465534012, 8528
7, 1713959465537424, 1713959465550621, 13197
8, 1713959465549722, 1713959465565202, 15480
9, 1713959465565192, 1713959465581017, 15825
10, 1713959465580686, 1713959465595076, 14390
11, 1713959465595299, 1713959465610133, 14834
12, 1713959465609163, 1713959465623787, 14624
13, 1713959465625999, 1713959465637393, 11394
14, 1713959465640289, 1713959465649930, 9641
15, 1713959465654650, 1713959465662989, 8339
16, 1713959465669189, 1713959465675110, 5921
17, 1713959465683781, 1713959465687208, 3427
18, 1713959465698364, 1713959465700621, 2257
19, 1713959465710303, 1713959465715192, 4889
20, 1713959465722284, 1713959465730465, 8181
21, 1713959465734222, 1713959465745086, 10864
22, 1713959465746153, 1713959465759234, 13081
23, 1713959465759461, 1713959465773336, 13875
24, 1713959465773476, 1713959465788621, 15145
25, 1713959465788862, 1713959465804474, 15612
26, 1713959465804183, 1713959465819866, 15683
27, 1713959465818926, 1713959465838059, 19133
28, 1713959465834240, 1713959465851127, 16887
29, 1713959465848809, 1713959465864956, 16147
30, 1713959465860787, 1713959465878886, 18099
31, 1713959465872758, 1713959465893333, 20575
32, 1713959465884705, 1713959465908233, 23528
33, 1713959465896650, 1713959465920695, 24045
34, 1713959465909840, 1713959465933230, 23390
35, 1713959465922979, 1713959465946259, 23280
36, 1713959465937569, 1713959465958491, 20922
37, 1713959465951952, 1713959465971010, 19058
38, 1713959465966296, 1713959465983521, 17225
39, 1713959465980131, 1713959465995779, 15648
40, 1713959465993969, 1713959466010547, 16578
41, 1713959466005977, 1713959466024730, 18753
42, 1713959466017918, 1713959466040368, 22450
43, 1713959466029856, 1713959466055125, 25269
44, 1713959466041827, 1713959466070487, 28660
45, 1713959466055056, 1713959466085151, 30095
46, 1713959466070436, 1713959466099098, 28662
47, 1713959466085154, 1713959466113144, 27990
48, 1713959466098097, 1713959466127277, 29180
49, 1713959466110103, 1713959466142056, 31953
50, 1713959466122078, 1713959466158166, 36088
51, 1713959466134023, 1713959466173953, 39930
52, 1713959466145977, 1713959466189195, 43218
53, 1713959466158431, 1713959466203131, 44700
54, 1713959466172986, 1713959466219086, 46100
55, 1713959466188201, 1713959466233075, 44874
56, 1713959466203036, 1713959466248720, 45684
57, 1713959466218100, 1713959466263561, 45461
58, 1713959466233196, 1713959466278502, 45306
59, 1713959466248531, 1713959466293520, 44989
60, 1713959466263320, 1713959466307937, 44617
61, 1713959466278334, 1713959466322279, 43945
62, 1713959466293554, 1713959466337221, 43667
63, 1713959466306495, 1713959466352058, 45563
64, 1713959466318460, 1713959466366871, 48411
65, 1713959466330395, 1713959466382074, 51679
66, 1713959466342361, 1713959466397187, 54826
67, 1713959466354301, 1713959466412255, 57954
68, 1713959466367629, 1713959466427654, 60025
69, 1713959466381615, 1713959466442940, 61325
70, 1713959466396836, 1713959466457418, 60582
71, 1713959466412287, 1713959466472929, 60642
72, 1713959466427902, 1713959466486452, 58550
73, 1713959466442419, 1713959466500696, 58277
74, 1713959466457638, 1713959466515433, 57795
75, 1713959466472193, 1713959466534245, 62052
76, 1713959466486667, 1713959466548002, 61335
77, 1713959466500433, 1713959466560530, 60097
78, 1713959466514980, 1713959466573553, 58573
79, 1713959466529437, 1713959466585423, 55986
80, 1713959466543112, 1713959466598086, 54974
81, 1713959466556784, 1713959466613753, 56969
82, 1713959466570347, 1713959466628005, 57658
83, 1713959466583671, 1713959466643734, 60063
84, 1713959466598290, 1713959466659023, 60733
85, 1713959466612799, 1713959466675019, 62220
86, 1713959466627515, 1713959466690266, 62751
87, 1713959466642733, 1713959466704561, 61828
88, 1713959466658006, 1713959466722586, 64580
89, 1713959466672530, 1713959466736125, 63595
90, 1713959466687091, 1713959466751167, 64076
91, 1713959466702624, 1713959466763638, 61014
92, 1713959466717206, 1713959466785089, 67883
93, 1713959466729236, 1713959466799993, 70757
94, 1713959466741181, 1713959466813855, 72674
95, 1713959466753148, 1713959466828569, 75421
96, 1713959466765118, 1713959466841665, 76547
97, 1713959466784115, 1713959466857055, 72940
98, 1713959466799484, 1713959466873317, 73833
99, 1713959466813631, 1713959466887416, 73785
100, 1713959466828123, 1713959466901868, 73745
101, 1713959466841890, 1713959466916283, 74393
102, 1713959466856083, 1713959466930772, 74689
103, 1713959466870742, 1713959466946473, 75731
104, 1713959466882699, 1713959466961850, 79151
105, 1713959466894657, 1713959466976613, 81956
106, 1713959466906613, 1713959466992362, 85749
107, 1713959466918597, 1713959467007414, 88817
108, 1713959466931857, 1713959467022406, 90549
109, 1713959466946344, 1713959467037710, 91366
110, 1713959466961099, 1713959467052724, 91625
111, 1713959466975906, 1713959467067055, 91149
112, 1713959466991416, 1713959467082744, 91328
113, 1713959467006930, 1713959467098101, 91171
114, 1713959467022212, 1713959467114075, 91863
115, 1713959467037469, 1713959467129567, 92098
116, 1713959467052509, 1713959467145066, 92557
117, 1713959467067287, 1713959467159328, 92041
118, 1713959467082649, 1713959467175264, 92615
119, 1713959467097869, 1713959467189396, 91527
120, 1713959467113179, 1713959467205849, 92670
121, 1713959467128564, 1713959467220761, 92197
122, 1713959467144046, 1713959467235013, 90967
123, 1713959467159555, 1713959467249767, 90212
124, 1713959467174644, 1713959467263752, 89108
125, 1713959467189496, 1713959467276646, 87150
126, 1713959467204867, 1713959467290526, 85659
127, 1713959467219507, 1713959467305309, 85802
128, 1713959467234384, 1713959467319476, 85092
129, 1713959467248880, 1713959467336147, 87267
130, 1713959467262773, 1713959467350876, 88103
131, 1713959467276731, 1713959467366611, 89880
132, 1713959467290421, 1713959467381638, 91217
133, 1713959467304983, 1713959467395901, 90918
134, 1713959467319579, 1713959467412124, 92545
135, 1713959467335956, 1713959467426600, 90644
136, 1713959467350358, 1713959467439709, 89351
137, 1713959467366524, 1713959467451668, 85144
138, 1713959467381137, 1713959467464724, 83587
139, 1713959467395900, 1713959467486527, 90627
140, 1713959467412119, 1713959467501812, 89693
141, 1713959467425617, 1713959467516761, 91144
142, 1713959467437596, 1713959467532272, 94676
143, 1713959467449573, 1713959467547692, 98119
144, 1713959467462299, 1713959467562506, 100207
145, 1713959467483571, 1713959467577913, 94342
146, 1713959467495492, 1713959467591405, 95913
147, 1713959467507465, 1713959467605682, 98217
148, 1713959467519381, 1713959467618415, 99034
149, 1713959467532642, 1713959467630772, 98130
150, 1713959467548232, 1713959467644080, 95848
151, 1713959467563818, 1713959467657866, 94048
152, 1713959467582457, 1713959467674591, 92134
153, 1713959467594432, 1713959467687771, 93339
154, 1713959467607453, 1713959467701409, 93956
155, 1713959467620843, 1713959467715984, 95141
156, 1713959467632794, 1713959467729855, 97061
157, 1713959467644923, 1713959467743047, 98124
158, 1713959467658122, 1713959467757621, 99499
159, 1713959467674104, 1713959467777654, 103550
160, 1713959467687960, 1713959467793351, 105391
161, 1713959467701741, 1713959467809999, 108258
162, 1713959467715414, 1713959467826202, 110788
163, 1713959467729356, 1713959467842388, 113032
164, 1713959467743326, 1713959467858717, 115391
165, 1713959467757143, 1713959467876506, 119363
166, 1713959467773354, 1713959467892437, 119083
167, 1713959467785282, 1713959467908435, 123153
168, 1713959467797197, 1713959467923658, 126461
169, 1713959467809782, 1713959467939740, 129958
170, 1713959467825288, 1713959467955070, 129782
171, 1713959467841444, 1713959467969427, 127983
172, 1713959467857711, 1713959467985202, 127491
173, 1713959467876287, 1713959468000428, 124141
174, 1713959467891435, 1713959468016751, 125316
175, 1713959467907436, 1713959468031064, 123628
176, 1713959467922645, 1713959468055437, 132792
177, 1713959467938743, 1713959468077397, 138654
178, 1713959467954056, 1713959468091789, 137733
179, 1713959467969421, 1713959468106844, 137423
180, 1713959467984843, 1713959468121396, 136553
181, 1713959467998059, 1713959468137230, 139171
182, 1713959468009990, 1713959468152850, 142860
183, 1713959468021929, 1713959468167710, 145781
184, 1713959468033895, 1713959468183132, 149237
185, 1713959468055681, 1713959468196773, 141092
186, 1713959468076609, 1713959468212650, 136041
187, 1713959468092029, 1713959468227514, 135485
188, 1713959468107119, 1713959468242976, 135857
189, 1713959468121652, 1713959468256651, 134999
190, 1713959468136258, 1713959468272267, 136009
191, 1713959468151830, 1713959468287041, 135211
192, 1713959468166711, 1713959468300963, 134252
193, 1713959468182134, 1713959468315415, 133281
194, 1713959468196993, 1713959468330579, 133586
195, 1713959468211682, 1713959468344879, 133197
196, 1713959468226505, 1713959468359935, 133430
197, 1713959468241973, 1713959468373323, 131350
198, 1713959468256730, 1713959468388947, 132217
199, 1713959468271836, 1713959468403130, 131294
