0, 1713962440222858, 1713962440227817, 4959
1, 1713962440241282, 1713962440250085, 8803
2, 1713962440260300, 1713962440260444, 144
3, 1713962440278177, 1713962440278425, 248
4, 1713962440292728, 1713962440292967, 239
5, 1713962440322174, 1713962440322408, 234
6, 1713962440342174, 1713962440342410, 236
7, 1713962440358175, 1713962440358411, 236
8, 1713962440372540, 1713962440372773, 233
9, 1713962440398174, 1713962440398409, 235
10, 1713962440412611, 1713962440412847, 236
11, 1713962440434173, 1713962440434310, 137
12, 1713962440449734, 1713962440454437, 4703
13, 1713962440474176, 1713962440474317, 141
14, 1713962440498174, 1713962440499455, 1281
15, 1713962440513396, 1713962440516717, 3321
16, 1713962440528655, 1713962440531511, 2856
17, 1713962440544902, 1713962440561531, 16629
18, 1713962440561392, 1713962440567665, 6273
19, 1713962440575896, 1713962440579984, 4088
20, 1713962440597157, 1713962440597471, 314
21, 1713962440612557, 1713962440612692, 135
22, 1713962440629056, 1713962440629357, 301
23, 1713962440644639, 1713962440644777, 138
24, 1713962440661367, 1713962440661601, 234
25, 1713962440682182, 1713962440682492, 310
26, 1713962440701219, 1713962440702627, 1408
27, 1713962440718183, 1713962440718420, 237
28, 1713962440742174, 1713962440742409, 235
29, 1713962440766175, 1713962440766409, 234
30, 1713962440782175, 1713962440782408, 233
31, 1713962440796621, 1713962440798094, 1473
32, 1713962440812198, 1713962440812333, 135
33, 1713962440828953, 1713962440830404, 1451
34, 1713962440850174, 1713962440850407, 233
35, 1713962440864486, 1713962440864718, 232
36, 1713962440890175, 1713962440890409, 234
37, 1713962440910172, 1713962440910408, 236
38, 1713962440938173, 1713962440938406, 233
39, 1713962440952650, 1713962440952881, 231
40, 1713962440982174, 1713962440982403, 229
41, 1713962440996710, 1713962440998258, 1548
42, 1713962441014174, 1713962441014314, 140
43, 1713962441031915, 1713962441034278, 2363
44, 1713962441054183, 1713962441054332, 149
45, 1713962441068579, 1713962441068878, 299
46, 1713962441090175, 1713962441091567, 1392
47, 1713962441105617, 1713962441109748, 4131
48, 1713962441126187, 1713962441126491, 304
49, 1713962441146174, 1713962441146349, 175
50, 1713962441160490, 1713962441162028, 1538
51, 1713962441172788, 1713962441175703, 2915
52, 1713962441198175, 1713962441198415, 240
53, 1713962441212769, 1713962441214261, 1492
54, 1713962441230174, 1713962441230315, 141
55, 1713962441244714, 1713962441246157, 1443
56, 1713962441274175, 1713962441274406, 231
57, 1713962441298175, 1713962441298409, 234
58, 1713962441312531, 1713962441312762, 231
59, 1713962441338174, 1713962441338403, 229
60, 1713962441354175, 1713962441354408, 233
61, 1713962441378174, 1713962441378408, 234
62, 1713962441392650, 1713962441392882, 232
63, 1713962441418175, 1713962441418436, 261
64, 1713962441432753, 1713962441432985, 232
65, 1713962441462175, 1713962441462404, 229
66, 1713962441482175, 1713962441482408, 233
67, 1713962441496468, 1713962441498663, 2195
68, 1713962441522206, 1713962441522460, 254
69, 1713962441536666, 1713962441536898, 232
70, 1713962441562174, 1713962441562406, 232
71, 1713962441576677, 1713962441576909, 232
72, 1713962441598173, 1713962441598309, 136
73, 1713962441613836, 1713962441619590, 5754
74, 1713962441631477, 1713962441631616, 139
75, 1713962441658174, 1713962441658311, 137
76, 1713962441682174, 1713962441682313, 139
77, 1713962441706173, 1713962441706312, 139
78, 1713962441730175, 1713962441730314, 139
79, 1713962441744681, 1713962441744976, 295
80, 1713962441760269, 1713962441760403, 134
81, 1713962441782183, 1713962441782481, 298
82, 1713962441797430, 1713962441797569, 139
83, 1713962441811666, 1713962441812018, 352
84, 1713962441834174, 1713962441834473, 299
85, 1713962441854172, 1713962441856420, 2248
86, 1713962441882174, 1713962441882470, 296
87, 1713962441902171, 1713962441903638, 1467
88, 1713962441920950, 1713962441921182, 232
89, 1713962441938191, 1713962441938497, 306
90, 1713962441953606, 1713962441957000, 3394
91, 1713962441970701, 1713962441970841, 140
92, 1713962441994174, 1713962441994462, 288
93, 1713962442036240, 1713962442036475, 235
94, 1713962442058176, 1713962442058410, 234
95, 1713962442073639, 1713962442073877, 238
96, 1713962442088013, 1713962442088250, 237
97, 1713962442114173, 1713962442114379, 206
98, 1713962442129195, 1713962442129429, 234
99, 1713962442146174, 1713962442146409, 235
100, 1713962442161011, 1713962442162505, 1494
101, 1713962442179964, 1713962442180127, 163
102, 1713962442198174, 1713962442198327, 153
103, 1713962442212830, 1713962442214231, 1401
104, 1713962442238174, 1713962442238407, 233
105, 1713962442254175, 1713962442254479, 304
106, 1713962442269953, 1713962442270093, 140
107, 1713962442286174, 1713962442286474, 300
108, 1713962442310192, 1713962442310334, 142
109, 1713962442324742, 1713962442325044, 302
110, 1713962442340253, 1713962442340386, 133
111, 1713962442356871, 1713962442358272, 1401
112, 1713962442372550, 1713962442372783, 233
113, 1713962442402174, 1713962442402403, 229
114, 1713962442416945, 1713962442417177, 232
115, 1713962442474175, 1713962442474407, 232
116, 1713962442488653, 1713962442488883, 230
117, 1713962442518173, 1713962442518403, 230
118, 1713962442542206, 1713962442542446, 240
119, 1713962442556816, 1713962442558278, 1462
120, 1713962442574198, 1713962442574338, 140
121, 1713962442588910, 1713962442589208, 298
122, 1713962442604640, 1713962442604778, 138
123, 1713962442626173, 1713962442626403, 230
124, 1713962442646175, 1713962442646475, 300
125, 1713962442666173, 1713962442668332, 2159
126, 1713962442681542, 1713962442685573, 4031
127, 1713962442695928, 1713962442696943, 1015
128, 1713962442722182, 1713962442722324, 142
129, 1713962442736989, 1713962442737286, 297
130, 1713962442758175, 1713962442758315, 140
131, 1713962442782174, 1713962442782313, 139
132, 1713962442796682, 1713962442798017, 1335
133, 1713962442814175, 1713962442814405, 230
134, 1713962442838175, 1713962442838408, 233
135, 1713962442852836, 1713962442853067, 231
136, 1713962442874174, 1713962442874310, 136
137, 1713962442889949, 1713962442890086, 137
138, 1713962442910032, 1713962442912241, 2209
139, 1713962442938173, 1713962442938406, 233
140, 1713962442952741, 1713962442952973, 232
141, 1713962442970184, 1713962442970417, 233
142, 1713962442984831, 1713962442985062, 231
143, 1713962442999505, 1713962443001812, 2307
144, 1713962443018191, 1713962443018534, 343
145, 1713962443038197, 1713962443040338, 2141
146, 1713962443066173, 1713962443066404, 231
147, 1713962443080655, 1713962443080888, 233
148, 1713962443110174, 1713962443110407, 233
149, 1713962443124731, 1713962443124964, 233
150, 1713962443139327, 1713962443141558, 2231
151, 1713962443158195, 1713962443158430, 235
152, 1713962443172903, 1713962443173170, 267
153, 1713962443194173, 1713962443195409, 1236
154, 1713962443214184, 1713962443215455, 1271
155, 1713962443234183, 1713962443234326, 143
156, 1713962443248745, 1713962443249045, 300
157, 1713962443264401, 1713962443264535, 134
158, 1713962443282176, 1713962443282412, 236
