0, 1713958801413314, 1713958801413314
1, 1713958801435392, 22078
2, 1713958801447580, 12188
3, 1713958801467476, 19896
4, 1713958801479701, 12225
5, 1713958801491950, 12249
6, 1713958801523523, 31573
7, 1713958801535620, 12097
8, 1713958801559503, 23883
9, 1713958801571682, 12179
10, 1713958801583902, 12220
11, 1713958801608040, 24138
12, 1713958801620316, 12276
13, 1713958801635661, 15345
14, 1713958801647776, 12115
15, 1713958801668493, 20717
16, 1713958801687751, 19258
17, 1713958801699923, 12172
18, 1713958801712127, 12204
19, 1713958801724359, 12232
20, 1713958801763763, 39404
21, 1713958801784455, 20692
22, 1713958801803753, 19298
23, 1713958801815939, 12186
24, 1713958801828113, 12174
25, 1713958801840761, 12648
26, 1713958801860845, 20084
27, 1713958801877725, 16880
28, 1713958801894513, 16788
29, 1713958801907762, 13249
30, 1713958801923801, 16039
31, 1713958801936045, 12244
32, 1713958801965439, 29394
33, 1713958801981972, 16533
34, 1713958802014533, 32561
35, 1713958802026671, 12138
36, 1713958802047711, 21040
37, 1713958802062182, 14471
38, 1713958802079730, 17548
39, 1713958802099710, 19980
40, 1713958802119734, 20024
41, 1713958802131903, 12169
42, 1713958802155708, 23805
43, 1713958802171797, 16089
44, 1713958802187763, 15966
45, 1713958802203797, 16034
46, 1713958802217825, 14028
47, 1713958802244986, 27161
48, 1713958802258088, 13102
49, 1713958802270333, 12245
50, 1713958802282632, 12299
51, 1713958802299957, 17325
52, 1713958802316412, 16455
53, 1713958802339755, 23343
54, 1713958802352270, 12515
55, 1713958802387755, 35485
56, 1713958802409245, 21490
57, 1713958802425552, 16307
58, 1713958802443756, 18204
59, 1713958802455887, 12131
60, 1713958802487786, 31899
61, 1713958802502049, 14263
62, 1713958802531958, 29909
63, 1713958802559731, 27773
64, 1713958802587875, 28144
65, 1713958802602250, 14375
66, 1713958802615759, 13509
67, 1713958802651712, 35953
68, 1713958802671734, 20022
69, 1713958802683943, 12209
70, 1713958802698265, 14322
71, 1713958802711762, 13497
72, 1713958802731716, 19954
73, 1713958802744044, 12328
74, 1713958802766630, 22586
75, 1713958802795765, 29135
76, 1713958802815757, 19992
77, 1713958802855760, 40003
78, 1713958802891710, 35950
79, 1713958802916363, 24653
80, 1713958802937809, 21446
81, 1713958802950036, 12227
82, 1713958802962742, 12706
83, 1713958802976995, 14253
84, 1713958802995735, 18740
85, 1713958803013654, 17919
86, 1713958803025790, 12136
87, 1713958803039765, 13975
88, 1713958803059731, 19966
89, 1713958803080096, 20365
90, 1713958803092435, 12339
91, 1713958803131835, 39400
92, 1713958803151764, 19929
93, 1713958803179788, 28024
94, 1713958803197024, 17236
95, 1713958803216300, 19276
96, 1713958803241188, 24888
97, 1713958803268620, 27432
98, 1713958803282794, 14174
99, 1713958803304987, 22193
100, 1713958803333796, 28809
101, 1713958803346055, 12259
102, 1713958803360105, 14050
103, 1713958803374118, 14013
104, 1713958803409337, 35219
105, 1713958803451761, 42424
106, 1713958803465378, 13617
107, 1713958803482590, 17212
108, 1713958803509209, 26619
109, 1713958803527762, 18553
110, 1713958803559485, 31723
111, 1713958803572595, 13110
112, 1713958803607715, 35120
113, 1713958803622215, 14500
114, 1713958803634326, 12111
115, 1713958803646441, 12115
116, 1713958803658572, 12131
117, 1713958803670746, 12174
118, 1713958803695755, 25009
119, 1713958803729158, 33403
120, 1713958803743055, 13897
121, 1713958803757506, 14451
122, 1713958803769617, 12111
123, 1713958803791758, 22141
124, 1713958803811716, 19958
125, 1713958803823899, 12183
126, 1713958803856392, 32493
127, 1713958803896835, 40443
128, 1713958803926274, 29439
129, 1713958803941638, 15364
130, 1713958803957799, 16161
131, 1713958803989638, 31839
132, 1713958804004091, 14453
133, 1713958804018026, 13935
134, 1713958804030151, 12125
135, 1713958804051374, 21223
136, 1713958804065702, 14328
137, 1713958804082003, 16301
138, 1713958804109611, 27608
139, 1713958804140289, 30678
140, 1713958804156333, 16044
141, 1713958804175731, 19398
142, 1713958804211717, 35986
143, 1713958804226636, 14919
144, 1713958804238811, 12175
145, 1713958804261638, 22827
146, 1713958804273992, 12354
147, 1713958804286433, 12441
148, 1713958804307712, 21279
149, 1713958804328635, 20923
150, 1713958804368560, 39925
151, 1713958804380975, 12415
152, 1713958804398282, 17307
153, 1713958804429771, 31489
154, 1713958804442083, 12312
155, 1713958804454449, 12366
156, 1713958804484608, 30159
157, 1713958804511724, 27116
158, 1713958804527108, 15384
159, 1713958804539556, 12448
160, 1713958804552016, 12460
161, 1713958804567835, 15819
162, 1713958804585594, 17759
163, 1713958804607707, 22113
164, 1713958804620074, 12367
165, 1713958804636168, 16094
166, 1713958804652618, 16450
167, 1713958804673578, 20960
168, 1713958804686000, 12422
169, 1713958804698347, 12347
170, 1713958804725068, 26721
171, 1713958804743372, 18304
172, 1713958804763710, 20338
173, 1713958804793864, 30154
174, 1713958804811717, 17853
175, 1713958804828809, 17092
176, 1713958804841086, 12277
177, 1713958804867434, 26348
178, 1713958804880025, 12591
179, 1713958804903762, 23737
180, 1713958804938642, 34880
181, 1713958804963754, 25112
182, 1713958804981895, 18141
183, 1713958805020232, 38337
184, 1713958805050741, 30509
185, 1713958805065347, 14606
186, 1713958805080816, 15469
187, 1713958805100858, 20042
188, 1713958805115514, 14656
189, 1713958805135707, 20193
190, 1713958805155706, 19999
191, 1713958805170517, 14811
192, 1713958805188550, 18033
193, 1713958805210998, 22448
194, 1713958805227765, 16767
195, 1713958805248846, 21081
196, 1713958805262700, 13854
197, 1713958805275111, 12411
198, 1713958805289640, 14529
199, 1713958805323840, 34200
