0, 1713958625405754, 1713958625405754
1, 1713958625428007, 22253
2, 1713958625440323, 12316
3, 1713958625456100, 15777
4, 1713958625473617, 17517
5, 1713958625488050, 14433
6, 1713958625505681, 17631
7, 1713958625517980, 12299
8, 1713958625543146, 25166
9, 1713958625561209, 18063
10, 1713958625573412, 12203
11, 1713958625588095, 14683
12, 1713958625605750, 17655
13, 1713958625618028, 12278
14, 1713958625640218, 22190
15, 1713958625652372, 12154
16, 1713958625664556, 12184
17, 1713958625685411, 20855
18, 1713958625700049, 14638
19, 1713958625721058, 21009
20, 1713958625741979, 20921
21, 1713958625756950, 14971
22, 1713958625772995, 16045
23, 1713958625793981, 20986
24, 1713958625806291, 12310
25, 1713958625826543, 20252
26, 1713958625838914, 12371
27, 1713958625860051, 21137
28, 1713958625884602, 24551
29, 1713958625898827, 14225
30, 1713958625916163, 17336
31, 1713958625936447, 20284
32, 1713958625950850, 14403
33, 1713958625963155, 12305
34, 1713958625976112, 12957
35, 1713958626001394, 25282
36, 1713958626015634, 14240
37, 1713958626027890, 12256
38, 1713958626055722, 27832
39, 1713958626070848, 15126
40, 1713958626083043, 12195
41, 1713958626095244, 12201
42, 1713958626107473, 12229
43, 1713958626129460, 21987
44, 1713958626144096, 14636
45, 1713958626165346, 21250
46, 1713958626180048, 14702
47, 1713958626201325, 21277
48, 1713958626213618, 12293
49, 1713958626225940, 12322
50, 1713958626251053, 25113
51, 1713958626263293, 12240
52, 1713958626277631, 14338
53, 1713958626296055, 18424
54, 1713958626312055, 16000
55, 1713958626328049, 15994
56, 1713958626350680, 22631
57, 1713958626369646, 18966
58, 1713958626381827, 12181
59, 1713958626401390, 19563
60, 1713958626413610, 12220
61, 1713958626433208, 19598
62, 1713958626453256, 20048
63, 1713958626465429, 12173
64, 1713958626480049, 14620
65, 1713958626497592, 17543
66, 1713958626512049, 14457
67, 1713958626529661, 17612
68, 1713958626544049, 14388
69, 1713958626561476, 17427
70, 1713958626576095, 14619
71, 1713958626597059, 20964
72, 1713958626609321, 12262
73, 1713958626624086, 14765
74, 1713958626639804, 15718
75, 1713958626656062, 16258
76, 1713958626688071, 32009
77, 1713958626702398, 14327
78, 1713958626716873, 14475
79, 1713958626741981, 25108
80, 1713958626756208, 14227
81, 1713958626769357, 13149
82, 1713958626781594, 12237
83, 1713958626796667, 15073
84, 1713958626821986, 25319
85, 1713958626838982, 16996
86, 1713958626851081, 12099
87, 1713958626863229, 12148
88, 1713958626875389, 12160
89, 1713958626892054, 16665
90, 1713958626904331, 12277
91, 1713958626924053, 19722
92, 1713958626952428, 28375
93, 1713958626966584, 14156
94, 1713958626988490, 21906
95, 1713958627000733, 12243
96, 1713958627017356, 16623
97, 1713958627032395, 15039
98, 1713958627049828, 17433
99, 1713958627072048, 22220
100, 1713958627089797, 17749
101, 1713958627109979, 20182
102, 1713958627122307, 12328
103, 1713958627143897, 21590
104, 1713958627169183, 25286
105, 1713958627181347, 12164
106, 1713958627205979, 24632
107, 1713958627218232, 12253
108, 1713958627237500, 19268
109, 1713958627252095, 14595
110, 1713958627269983, 17888
111, 1713958627282156, 12173
112, 1713958627300054, 17898
113, 1713958627328054, 28000
114, 1713958627345260, 17206
115, 1713958627359294, 14034
116, 1713958627371557, 12263
117, 1713958627386845, 15288
118, 1713958627405560, 18715
119, 1713958627424052, 18492
120, 1713958627436364, 12312
121, 1713958627465661, 29297
122, 1713958627479760, 14099
123, 1713958627491930, 12170
124, 1713958627504351, 12421
125, 1713958627517095, 12744
126, 1713958627545799, 28704
127, 1713958627559811, 14012
128, 1713958627580614, 20803
129, 1713958627592786, 12172
130, 1713958627613979, 21193
131, 1713958627626226, 12247
132, 1713958627647914, 21688
133, 1713958627664266, 16352
134, 1713958627685512, 21246
135, 1713958627701978, 16466
136, 1713958627721201, 19223
137, 1713958627733477, 12276
138, 1713958627752672, 19195
139, 1713958627764808, 12136
140, 1713958627780094, 15286
141, 1713958627792284, 12190
142, 1713958627804507, 12223
143, 1713958627827575, 23068
144, 1713958627839866, 12291
145, 1713958627868053, 28187
146, 1713958627888049, 19996
147, 1713958627905676, 17627
148, 1713958627917858, 12182
149, 1713958627936073, 18215
150, 1713958627955904, 19831
151, 1713958627973778, 17874
152, 1713958627988048, 14270
153, 1713958628009999, 21951
154, 1713958628032054, 22055
155, 1713958628046111, 14057
156, 1713958628061600, 15489
157, 1713958628075982, 14382
158, 1713958628088058, 12076
159, 1713958628109440, 21382
160, 1713958628121553, 12113
161, 1713958628136085, 14532
162, 1713958628162237, 26152
163, 1713958628184067, 21830
164, 1713958628197900, 13833
165, 1713958628216054, 18154
166, 1713958628229637, 13583
167, 1713958628248056, 18419
168, 1713958628261987, 13931
169, 1713958628284869, 22882
170, 1713958628301982, 17113
171, 1713958628321206, 19224
172, 1713958628333376, 12170
173, 1713958628345486, 12110
174, 1713958628360086, 14600
175, 1713958628386431, 26345
176, 1713958628398621, 12190
177, 1713958628416054, 17433
178, 1713958628430204, 14150
179, 1713958628449631, 19427
180, 1713958628461788, 12157
181, 1713958628483942, 22154
182, 1713958628496138, 12196
183, 1713958628522199, 26061
184, 1713958628534277, 12078
185, 1713958628556297, 22020
186, 1713958628573934, 17637
187, 1713958628588050, 14116
188, 1713958628605979, 17929
189, 1713958628618040, 12061
190, 1713958628630123, 12083
191, 1713958628642262, 12139
192, 1713958628664641, 22379
193, 1713958628687746, 23105
194, 1713958628699858, 12112
195, 1713958628720052, 20194
196, 1713958628737981, 17929
197, 1713958628752273, 14292
198, 1713958628766217, 13944
199, 1713958628789931, 23714
